Proanoia,Opposite of paranoia.  Belief in a conspiracy for you.  For your benefit 
"",""

Question,Answer
Cost of a human,Cheapish for the materials.....minus the millions of years of evolution and yearning and striving cumberbatch: 96546 pounds 79 pence PBS says 168 dollars.  The American public is much cheaper to make
You are made of 7 octillian atoms,No one can say why those 7 billion billion atoms have such an urgent desire to be you
You unpacked take up immense space,If you wrapped a human and laid them out cell by cell it would be huge.  But that's not what we are right now.  We are densely and intricately packed just right for me to type this right now. Or for me to read this again and again later.  To facilitate awareness 
Alyu element,No 9ne knows what it does. It looks like gibberish but it's repeated throughout 10% of all genetic material
Titan,Muscle elasticity and the largest protein in your body.  Its name is 189819 letters long.  
Lighter eyes and hair,No known evolutionary benefit.  Just a tribal marker. Humans decided it was unique or more attractive.  Like non functional chicken or dog breeds. Blue and green eyes doesn't mean you have more blue or green but less other stuff. It is a lack and it is what I have.
We all have mites?,All the time?!
Most pleasurable place to scratch,Ankle itch
Bacterial body swapping ,Bacteria  can switch DNA with a nearby dead bacterium 
Fleming and the discovery of penicillin ,Happened bc he went on vacation and left out a mess.  The bacteria floated in and settled.   And it was just that Fleming noticed and didn't throw it out.  Other people made it useful
The most effective brains,Quickly completes tasks and then goes into standby mode
Limbus,Peripheral 
How big is the gap,The gap is 1/5 of a second. We are all predicting reality 1/5 of a second in advance.
Brocade of broca's aphasia,Also obsessed with brain size and criminality.  Race etc. When he died his brain was measured and was below average
Ossicles,Evolution is often make do.  These were originally jaw bones and only gradually migrated to positions where they magnified vibrations
Chevalier Jackson foreign body collection,A museum collection of things people have choked on
Opiorphine,We have a painkiller in our saliva 6 times more powerful than morphine.  Just diluted
Taste receptors,There are taste receptors in your heart and testicles
Resiniferatoxin,"Resiniferatoxin, a chemical produced by the cactus-like plant Euphorbia resinifera, is the hottest chemical currently known, 1,000 times hotter even than capsaicin. A pure extract of this stuff scores 16 billion Scoville units. Eating just a gram or two would cause serious internal burns, and possibly death."
Msg,Not actually bad
Heart,In 1940s heart disease was not on the radar.  But Franklin delanore died of it and they started looking into it. 
Advancements in cardio treatments,Seems pretty fast and loose.  Dude shoved a catheter through his arm to his heart and then walked to the radiology depth to prove it.  Gibson did a rectal thermometer and feeding tube on himself which helped lead to the procedure to external oxygenated blood circulation that allows the completion of open heart surgery.
Bloodtypes,Lanstiner noticed when they bled people and the discarded blood mixed it would sometimes clump and sometimes not. So he indentif8ed a b an 0zero which became o.  Before this they tried to transfuse with all kinds of stuff. Milk all animal bloods etc.
Why did Nicholas alchameide survive,Study it
Epigenetics ,How the environment influences gene expression 
The air we breathe,"Everyday we breathe about 20,000 times
Abt 12500 liters of air.  Depending on lung size, etc.
7.3 million breaths between birthdays. 550 million over a lifetime. In every breath you exhale 25 sextillion (22 zeros) molecules of oxygen. Within a days breathing you will in all likelihood process at least one molecule from the breaths that've also been in every human that's ever lived. We're all here breathing each other's breaths"
We know about stomach acid because,"A man was shot in the gut leaving his stomach intact but exposed.  A Dr offered to take care of the guy in his home in exchange for scientific experimentation on the men.  But wait there's more.  The experiments were that he would tie foods to strings, have the guy swallow, watch it enter his stomach, leave it for a bit and then pull it out.  He identified the main component to digestion in the stomach as acid by tasting the food after retrieval"
Mental bowel health,Cotton  thought that mental health originated in the gut and illnesses were caused by misshapen bowels.  And then he killed a bunch of people fuckin around in there
Pudendum,External genitals (womens) comes from Latin for to be ashamed
Menopause,Humans are the only primate and the only other land mammal are sheep or ewes. And some whales go through it

Question,Answer
Mannequins vs corpses,You pretend the mannequins are real and the corpses are fake
Methane. , 1 third of people create methane in their farts
Butt explosions ,Are real.  Bowel surgeries now involve inflating with carbon dioxide to prevent explosion

Question,Answer
Dorothea dix,The dear abi of her time
Hyper reactive,"Children that are hyper aware and process more deeply, more sensitive to novelty makes introverts.  So then does trauma make introverts"
Aras ascending reticular activating system ,"A part of the brain stem. Regulates the balance of over and under stimulation by controlling the amount of stimuli that enters the brain.

Brain has exciteatory mechanisms that cause us to feel awake, alert and energetic and also calming mechanisms that decrease arousal.

"
Over arousal,Feels like you can't think straight. That you've had enough and you  you need to leave and get to a quiet place.
Under arousal ,Cabin fever you need to get up and do something 
Aspects that affect aras,"Type of stimulation 
We are more sensitive to certain types of stimulation. Im incredibly sensitive to Loud or angry voices but volume of music can be invigorating."
Cortical arousal levels ,And our responses tell us about the nature of introversion and extroversion
Cortical arousal levels ,And our responses tell us about the nature of introversion and extroversion

Question,Answer
Science ,Contemporary language of mysticism 
Optimist vs pessimists,Create different chemicals....based on expectations 
How do you believe more,Study it out and understand why the thing will work.  And since reality is relational.  You are making meaning.
Genes are activated or suppressed according to experience ,Like excitement by novelty orrrrr feeling the feeling of_______
Elements of suggestibility,"Acceptance 
Belief
Surrender"
Don't try,Be grateful you already did it
Observer effect or collapse of the wave ,"Subatomic phenomenon where if we look at a thing, the wave collapses into particles.  Like in toy story"
Neurotransmitters,Can rewrite messages before delivering them
Triggers,"Remove trauma from the word trigger.  It's a pavlovian cue. It's a mechanism in a machine.  And response good or bad is ""triggered"""
Thought,Every thought is accompanied by a chemical release. 
The big 3,"Environment, time, body. You must overcome to..
.....enter cosmic field?"
The gearshift has to be internal,Analogies can be external but being reliant on external cues cripples.
The gearshift has to be internal,Analogies can be external but being reliant on external cues cripples.
"Gamma (38-100 Hz)
","How it feels: heightened focus, mental clarity, and peak performance.
How to induce it: intense concentration or learning, and activities requiring high levels of focus.
Uses: Associated with higher states of consciousness and enhanced cognitive abilities."
"Beta (14-38 Hz)
","How it feels: normal waking consciousness, a state of alertness, active thinking, and focus on the outside world.
How to induce it: normal waking activities, problem-solving, and decision-making.
Uses: Essential for daily functioning, task completion, and cognitive performance."
"Alpha (8-14 Hz)
","How it feels: deep relaxation, a sense of calm, and a free-flowing mind.
How to induce it: closing your eyes, meditating, taking a break from mental activity.
Uses: Can help reduce stress, improve focus, and promote a sense of well-being."
"Theta (4-8 Hz)
","How it feels: reduced consciousness, deep relaxation, and mental imagery.
How to induce it: deep meditation or hypnosis.
Uses: Associated with creativity, intuition, and access to subconscious material."
"Delta (0.5-4 Hz)
","How it feels: deep, dreamless sleep, loss of bodily awareness.
How to induce it: deep sleep.
Uses: Important for physical healing, restoration, and deep relaxation."
Repent,Own up to the lies you tell yourself and others
Anticipating puts you in the future,Plan and leave it. Bring your mind to the present again and again.
Perspective,Shift from particle to wave.  Align waves
Whatever,Is the magic word
Practice,Envision repeatedly 
Emotions,Chemical residue of past experiences 
Delta during meditation ,Deeeeep spiritual experience of oneness
Pineal gland,Doorway to outside of time
Radio transducer,What makes the waves into processable sound
Pituitary gland,Master gland because it flows control down to all glands and all energy centers
Chakras,"Energy centers. Which flow up, but can be blocked"
Chakras,"Energy centers. Which flow up, but can be blocked"
Ka,Energy center 16 inches up off the head.  Unity I think.  All hats are ka blocks
First center or base chakra,Sex and safety and creativity.  When you feel safe enough to create it is unblocked.  And we can use that energy to build internally to center 2
2nd energy center.....sacral chakra?,Digestion.  Block is guilt shame insecurity
3rd center or...heart chakra,Control issues domineering overly competitive
The body as a magnet,Stronger fight beteeen poles in magnets makes more magnetic fieghts
Let go of self,4 week program
Unblock chakras,Meditation to focus on energy centers and remove any energy blocks.  Focuses on 1st 3 (most common source of blocks)
Heart rate coherence meditation ,Meditation that requires you to focus on and magnify  heightened  emotions
Change in one lifetime,Crawl walk run
Action potential,"An action potential is a rapid sequence of changes in the voltage across a membrane. The membrane voltage, or potential, is determined at any time by the relative ratio of ions, extracellular to intracellular, and the permeability of each ion."
Womens corpus collosum,Higher fattiness myleinated sheaths 
Our brain as it is now,Is the brain as it had to be to get to now
Humunculus in braille  readers ,Huge on that fingertip
Repetition ,Reinforces.  Creates reality more and more sure. 11 19 41 52 64
Digestion,Feel safe when you eat so you can digest
Regulatory systems of self,"Dear abi, all your on track rituals are a regulatory system. Revise the self as needed. Jan 24 2025, letting go of crisis mode"
"",""
The changes you are making,"1. No longer in the shape that recieves hurt.  
2. Don't need a crisis or the chemicals that feel like crisis
3. Acceptance"
"",""

Question,Answer
Great leaders are a brand,A small percentage of followers know the actual leader.  The majority knows stories about the leader.
Disgust,We have a balance or curiosity of the unknown and maintaining safety by embracing the known.  Disgust helps us avoid unknown.  Like poisoning ourselves or outsiders.  People other than us. It is used by the powers that be to turn people against other groups of people.  It is historical ly  used to manipulate opinions.  It's like fear and linked to social ostracized.
"",""
Sabbath elevator,Elevator that goes up and down  all day so no one has to push a button
"",""
Self correcting functions,Key component in the nature and validity of an information technology 
"",""

Question,Answer
Key indicators of success,Internal locus of control. Perception of control
If you are struggling  with motivation ,"Give yourself choices.  They make you feel in charge and make you question what you value. Which reminds you of purpose which leads to believing in higher purpose
"
"",""
Automation on airplane ,"Pre automation, pilots were in charge of so many calculations they would get overwhelmed and were unable to discern what to focus on in the moment."
Overwhelmed,"Easy to lose focus or forget.  Bc I'm a freezer, I feel fog overtake me."
Heuristics ,"Cognitive automations that allow us to multitask. They let us choose what to pay attention to and what to ignore. They help productivity, but cripples our attention span"
Shifting attention ,Errors are more likely when our attention is forced to toggle between automaticity and focus.
Cognitive tunneling ,A mental glitch that sometimes occurs when our brains are forced to transition abruptly from relaxed automation to panicked attention 
The attention span,"Is like a spotlight that can go wide and diffused or tight and focused.  It follows intention. When we let external automation be in control, we dim that focus and allow it to wander around in an effort to conserve energy and relax"
Dimming focus ,"Allowing your focus to wander is an effort to conserve brain energy and helps us subconsciously control stress levels and brainstorm, we don't have to constantly monitor our environment. "
"",""
Blinded by the information  that was easiest to grasp,Asking why and telling the story helps you dig deeper and make more connections.
People who are particularly good at managing their attention do these 6 things,"1. Propensity to create pictures in their mind of how things should look
2. Tell themselves stories about what's going on as it happens.
3. Narrate their own stories in their head
4. More likely to answer in anecdotes than simple responses
5. When they daydream, they are imagining future conversations
6. They visualize their day with much more specificity than the rest of us."
Mental models,Mental outlines and visualizations of future or current reality 
Emergency thinking,Cognitive tunneling and reactive thinking both occur when our mental spotlights go from dim to bright in a split second
"",""
Think probabilistically,Not about certainty.  About understanding odds and making smart bets
Baysian thinking,Complex predicting...formula? that requires running many scenarios to get a full picture and make the best prediction
"",""
Think probableistically,Learn this.  Don't be afraid of uncertainty.  The future is endless possibilities.  Weigh options and make intentional decisions.
"",""

Question,Answer
New identities require new evidence,"It's a simple 2 step process:
 1. Decide the type of person you want to be.
2. Prove it to yourself with small wins."
What are the 3 levels of change?,"Outcome change, process change, and identity change"
The most effective way to change your habits,"To focus not on what you want to acheive but on who you wish to become. Becoming the best version of yourself requires you to continuously edit your beliefs, and to upgrade and expand your identity. The real reason habits matter is not because they can get you better results  (although you can), but they can change your beliefs about yourself "
Where does identity come from?,Identity comes from habits. Every action is a vote for who you wish to be
True behavior change,Is identity change
Craving,"Every craving us a desire to change inner state
"
Biggest barrier to positive change,Is identity conflict
Identity,Repeated beingness
Continual change,Don't get too attached to one version of yourself.  Continually update with meta and on track habits.
Habits are the compound interest of self improvement ,Getting 1% better everyday counts for a lot in the long run.
Valley of disappointment,Small changes often appear to make no difference until you cross a critical threshold.  The most powerful outcomes of any compounding process are delayed.  You need to be patient.  Don't get doesouraged by a lack of perceived results.
Goals vs. Systems,You do not rise to the level of your goals.  You fall to the level of your systems
"",""
"",""
Stephen guyenet,Neuroscientist of eating behavior: we've gotten too good at pushing our own buttons...dear abi study this during savor week
Dynamic contrast,Food pleasure strategy where complimentary sensations are combined.  Like creamy and crunchy. Gushers
What are the 4 parts of the habit loop?,"1.cue
2.craving
3.response
4.reward"
What 2 stages span the habit loop?,"Problem phase.
1. Cue
2. Craving 
Solution phase
3. Response
4. Reward"
How do you create a good habit,"1. Cue make it obvious
2. Craving make it attractive
3. Make it easy
4. Make it satisfying"
"How do you break a bad habit
","Invert the laws to create a good habit
1. Cue make it invisible
2. Make it unattractive 
3. Make it difficult
4. Make it unsatisfying"
Orosensation,Mouth feels.  It's a science
What you are honing you should study,It's so much to study
Supernormal stimuli,Exaggerated version of a craving rule.  Like geese trying to sit on a volleyball
"",""
