What is mood congruent instruction.  ,"Aligning activities to match mood chart quadrant

Red: excessive energy, heightened awareness, passionate verbalization competitive activities

Blue build empathy proofreading editing detailed analysis(gets your mind otherwise occupied.) Insight and understanding 

Green self reflection  and consensus building. Calm peaceful. Collaboration.

Yellow creative thinking and new ideas brainstorming creative problem solving"
What is ruler?,"Recognizing
Understanding
Labeling
Expressing
Regulating"

Question,Answer
Know which parts of your body hold your tension and relax them periodically ,Shoulders and neck and face. Some times legs
Progressive muscle relax ation,Focus on each set of muscles. Tense for 5 seconds and release. Notice the difference between tensing and relaxing
Shifting attention,Can create calm
Guided imagery,Or imagining in general.  Visualization.   Creates calm
Amygdala is passed down from our ancestors ,It's another part of your brain that you can train and adjust learn to use as a tool.
Anxiety peaks just before the the event you are anticipating,Your body knows there is a delay. By being early  your amygdala is right on time
Freeze,Occurs when you are overwhelmed.  Disrupts brain processes. People often feel like they are going crazy.  Muscles tense
Coming out of freez3 response,"Breath deep and empty lungs
Focus on surroundings, look
Name in your mind the current premise.
Focus on other senses
Dear abi you wrote this protocol without knowing the science."
Tucking in your amygdala,"Difficult to sleep when you think of threats.
Bedtime routine
Audio book or podcast
"
Retraining your amygdala ,Focus on goals not fears.  Set goals around restricted areas. Face barriers
Focus on goals with,High importance and low anxiety to start and when you are vulnerable 
Amygdala learns by association ,Hence triggers.
How do I retrain my amygdala to not alert during uncertainty ,Positive outlook? If the outcome can't be prepped for or affected positively then wait for it
Talk back to the amygdala.,N+1 guides me. I drive my amygdala. I need to learn to communicate with it.
Teach the amygdala it is safe,In moments she feels we are in danger.  Create controlled moments of danger to practice
Diffusion skills,Diffuse anxiety deliberately diffusing I am having the thought that blank.  I am noticing I'm having the though.  A more accurate statement and puts buffers in between
What is thought action fusion,A belief that thinking about doing something  means you might or will do it
What is radical acceptance ,Accepting stress and pain.  Takes anticipation out of it
Self monitor,Notice. Anxiety  and accept.  Accept you don't have control
Pain plus resistance ,Is suffering
What are the 3 components of self compassion?,"Self kindness: being non judgemental and understanding to your self when you are suffering or fail 
Humanity:
Mindfulness:"
Compassion,Is omnidirectional. It includes self and all else
When you have that judgey shame voice,Imagine it as a cartoon character 
Cognitive distortions all or nothing ,Either black or white. If you are automatically changing not white to black. If Imperfect is wrong. Change to all and nothing.  Just doing a more judicious statement of premise helps you see
Cognitive distortions mind reading,This is a boundaries violation.  Even if you know what someone is thinking.  Which you don't. If they chose not to say it then respected their autonomy.   There is no benefit to reading minds that isn't also kind of dishonest or stealing.
Cognitive distortion:what if?,"Driven by the need for certainty.  Not possible.   Not possible  to anticipate and be ready for everythreat.  If you can't prepare for it, change focus. If you can, use judgement how likely, how drastic the outcome. How great is the need to avoid.  Then prepare and worry accordingly"
Shoulds,Fuck em

Question,Answer
How to create habits,Create triggers to make hard shit easy
Who uses habits,All humans.  It's just an autopilot program
"Beyond individuals, what is the place of habits",Society is a series of gathered habits
Ppl with damaged basal ganglia ,Can't read facial expressions bc they don't know where to focus their attention 
Life cycle of a habit,"Habits never really go away.  They can be over ridden and overwritten, but they are still encoded in your brain
Like github or emulators
You will revert and relearn them easier than learning a new habit.
However a new habit can be reinforced and become stronger or the divot of your algorithm dug deeper so you fall more easily into it.  Dear abi: use previously written algorithm points to build new algorithm for new habit to maximize efficiency, both timing wise and brain power wise.  It will reduce competition."
Where are habits in the brain,Basal ganglia 
Habits influence bx ,Without awareness. Like an echo of intention
"What is?
Stronger than common sense",Habits
How do you get rid of habits,Remove queues
What is habit loop,How pepsident trained us to brush our teeth.  Equated natural film membrane to disease and more importantly ugliness.  Could have been taken care of with no toothpaste.  But then it became a fad and then a given.  Feel your teeth are they....[gross] brush teeth.  And the mintyness acted as another social pressure.  Ppl know if you brush or not
Find a simple and honest cue.  Clearly define rules.,Formula for starting a habit loop
Why did febreeze not work ,The people it would have helped were already used to the smells and were unbothered.  The problem wasn't really a problem
Julio got mad or depressed ,He received the I got a reward signal when seeing the trigger that told him to do the action that triggered his reward.  When it didn't come he got a craving that ended in depression or anger
Julio got mad or depressed ,He received the I got a reward signal when seeing the trigger that told him to do the action that triggered his reward.  When it didn't come he got a craving that ended in depression or anger
The key to a craving,Anticipating the reward
Cinabon,The cue is the smell.  They strategically let it waft so that when you do pass the stand you are primed and already wanting the reward
Lack of anticipated reward,Results in dissappointment.  Reaction: anger and depression 
Habit loop and what drives it,"1. cue
2. routine
3. Reward

Driver or motivator: this craving.

My idea is what if you make the rward the que and then the true reward is just the completion of the task

Like before the gym I eat a chocolate. Then work out.  Then true reward is high of the work out.  Or feeling of I did it right. 

What if the habit was getting ready for the gym then reward then gym then reward.

Building more complex systems by chaining loops"
You need to be aware of what the actual craving is,In order to deal with it
How do you create a craving. ,Noticeable physical sensation. That is analogous or symbolic or inherent to the action.  It's satisfaction that closes the habit loop and creates closure
To reinforce the habit or to activate it,Cultivate craving. Savor the anticipation of the reward.  Imagine it. How it felt 
Bella donna,"The common name belladonna originates from its historic use by women, as bella donna is Italian for ""beautiful woman"". Drops prepared from the belladonna plant were used to dilate women's pupils, an effect considered to be attractive and seductive.[11][12][9]"
Creator of aa,Bill wilson
Be a mime habit,"Cue schedule: 8 get dressed 8: 15 leave
Routine
Reward: pride
"
Tony dunjee,Football coach that trained in habits and wanted players to not think in the moment.  Essential to excellent physical performance
Inflection points,"Moments of adversity:
Prn habit loops.  First: perfect timing  Breaks"
How can I increase focus at work,"Mimic will power experiment
Treat yourself kindly.
State premise and objective.  Compliment self.
Set time 30 mins plus 5 minute break
"
How can I increase focus at work,"Mimic will power experiment
Treat yourself kindly.
State premise and objective.  Compliment self.
Set time 30 mins plus 5 minute break
"
How does perception of control affect willpower,Sense of control increases energy and focus in the job.make your games abigail.
Never let a good crisis go to waste,It is an opportunity to motivate change
Target before the algorithm ,Linked credit card to an individual map of buying habits....
Why is produce up front,The burst of subconscious righteousness that comes from purchasing butternut squash in the cart makes it easier to buy junk food later
Sticky songs: why do people leave the radio on during songs they say they don't like,Familiarity. It sounds right.  It sounds like it it should be on the radio.
How did target manipulate us without us knowing abt the algorithm ,The use snail mail so there was a buffer of time.  They put non pregnancy related ads in between the targeted coupons so it didn't seem like their privacy was 
Who should you approach for help,Strong tie friends or weak ties acquaintances.weak ties are often more helpful because ppl want access to a wider network
Activists use this tool to compel protest,"the obligation ppl and cultures put on themselves:
Peer pressure
Works through weak ties."
Peer pressure works best through ,Weak ties. Dozens of individual habits that result in all of us moving together
Key to successful religion,"Discussion and instruction on living and the blanks we fill
Habits
Community
"
Ritual,Is a habit and a marker.
Plant movement ,Is on purpose
